symbol,allRank,allPoints,d_IndicatorPoints,d_Rank,d_adxPoints,d_allPoints,d_emaPoints,d_kstPoints,d_macdPoints,d_rsiPoints,d_volumePoints,hl_BreakoutPoints,m_IndicatorPoints,m_Rank,m_adxPoints,m_allPoints,m_emaPoints,m_kstPoints,m_macdPoints,m_rsiPoints,m_volumePoints,min75_IndicatorPoints,min75_Rank,min75_adxPoints,min75_allPoints,min75_emaPoints,min75_kstPoints,min75_macdPoints,min75_rsiPoints,min75_volumePoints,w_IndicatorPoints,w_Rank,w_adxPoints,w_allPoints,w_emaPoints,w_kstPoints,w_macdPoints,w_rsiPoints,w_volumePoints
TATAMOTORS,28,469,88,130,13,173,63,-3,2,7,6,85,107,129,23,192,65,2,2,9,6,83,129,16,168,61,1,2,2,1,106,129,26,191,65,2,2,6,5
DIXON,29,467,101,323,19,173,64,2,2,8,6,72,106,323,23,178,65,2,2,8,6,79,323,18,151,55,2,2,-1,3,109,323,21,181,69,2,2,9,6
NTPC,30,466,98,259,17,185,63,2,2,8,6,87,110,257,26,197,65,2,2,9,6,69,259,21,156,55,-3,0,-2,-2,102,259,24,189,69,-3,2,5,5
HEG,31,465,103,354,21,157,63,2,2,9,6,54,97,355,15,151,65,2,2,8,5,104,353,24,158,64,2,2,8,4,107,354,21,161,69,2,2,8,5
"M&M",32,465,97,227,18,187,63,2,2,7,5,90,105,226,21,195,65,2,2,9,6,69,228,18,159,55,-3,0,0,-1,104,227,19,194,69,2,2,8,4
GLENMARK,33,465,98,228,16,173,63,2,2,9,6,75,102,228,19,177,65,2,2,9,5,88,227,21,163,61,-3,2,3,4,102,228,16,177,69,2,2,9,4
CENTURYTEX,34,463,97,162,17,187,63,2,2,7,6,90,105,161,21,195,65,2,2,9,6,63,163,18,153,49,-3,0,-2,1,108,163,21,198,69,2,2,8,6
BSE,35,460,99,260,19,173,63,2,2,7,6,74,110,260,26,184,65,2,2,9,6,74,260,18,148,55,-3,2,-1,3,103,262,21,177,70,-3,2,8,5
CASTROLIND,36,460,95,131,15,170,63,2,2,7,6,75,101,133,19,176,65,2,2,8,5,82,131,19,157,59,-3,2,1,4,107,131,21,182,69,2,2,8,5
BAJAJ-AUTO,37,460,85,5,18,164,62,-3,2,3,3,79,106,5,23,185,64,2,2,9,6,87,4,12,166,63,2,2,4,4,103,4,24,182,66,2,2,4,5
IRCTC,38,459,98,6,17,153,63,2,2,8,6,55,101,7,23,156,66,-3,2,8,5,100,5,21,155,63,2,2,7,5,105,6,21,160,69,2,2,8,3
VGUARD,39,457,92,129,12,179,63,2,2,7,6,87,97,130,15,184,65,2,2,8,5,78,130,21,165,55,-3,2,-1,4,103,130,15,190,70,2,2,8,6
SIEMENS,40,456,98,194,21,183,63,1,2,5,6,85,110,193,26,195,65,2,2,9,6,49,194,14,134,47,-3,-2,-3,-4,114,193,26,199,69,2,2,9,6
DATAPATTNS,41,454,97,69,16,146,63,2,2,8,6,49,100,70,21,149,65,-2,2,8,6,102,67,24,151,63,2,2,5,6,106,70,19,155,69,2,2,8,6
BHEL,42,451,95,418,13,182,64,2,2,8,6,87,87,419,23,174,45,2,2,9,6,83,417,16,170,59,2,2,0,4,99,418,21,186,69,-3,2,5,5
VEDL,43,448,105,419,23,150,63,2,2,9,6,45,85,420,10,130,66,-2,2,8,1,108,420,26,153,63,2,2,9,6,105,420,18,150,69,2,2,9,5
COCHINSHIP,44,447,97,482,17,167,63,2,2,7,6,70,110,482,26,180,65,2,2,9,6,61,482,20,131,47,-3,0,-2,-1,109,482,26,179,69,-3,2,9,6
TATAMTRDVR,45,445,87,166,13,169,63,-3,2,6,6,82,109,164,25,191,65,2,2,9,6,68,164,15,150,55,-3,2,-1,0,99,166,24,181,66,-3,2,5,5
ANANDRATHI,46,443,94,231,16,141,64,2,2,7,3,47,108,230,28,155,65,-2,2,9,6,97,230,21,144,63,2,2,8,1,97,231,24,144,65,-3,2,6,3
DMART,47,440,103,388,21,157,63,2,2,9,6,54,89,390,13,143,65,-2,2,8,3,86,386,19,140,61,-3,2,3,4,108,389,21,162,69,2,2,9,5
IPCALAB,48,440,97,324,16,151,63,2,2,8,6,54,101,324,19,155,65,2,2,8,5,85,324,20,139,59,-2,2,1,5,103,324,20,157,69,-2,2,8,6
MUTHOOTFIN,49,439,104,99,24,153,63,2,2,7,6,49,98,101,17,147,65,2,2,8,4,86,98,19,135,61,-3,2,4,3,102,101,17,151,69,2,2,8,4
JUBLINGREA,50,437,99,230,17,143,63,2,2,9,6,44,90,231,13,134,66,-2,2,6,5,105,229,24,149,64,2,2,7,6,99,232,14,143,69,2,2,7,5
PNB,51,432,95,261,15,169,64,2,2,6,6,74,86,262,23,160,44,2,2,9,6,73,261,16,147,55,-3,2,-2,5,104,261,24,178,66,2,2,5,5
BHARTIARTL,52,430,62,421,-4,142,61,-2,2,2,3,80,106,418,21,186,66,2,2,9,6,82,419,14,162,63,2,2,3,-2,100,419,24,180,65,1,2,4,4
ICICIBANK,53,430,79,132,6,159,63,-2,2,6,4,80,96,132,18,176,66,-3,2,8,5,74,132,14,154,61,-3,0,2,0,101,132,18,181,66,2,2,8,5
VTL,54,423,96,167,15,138,63,2,2,8,6,42,92,167,10,134,65,2,2,8,5,96,165,17,138,63,2,2,8,4,97,167,11,139,69,2,2,8,5
INDHOTEL,55,423,68,67,-7,156,64,-2,2,6,5,88,110,66,26,198,65,2,2,9,6,53,68,-15,141,61,2,2,5,-2,104,67,21,192,65,2,2,9,5
VOLTAS,56,422,99,356,19,141,63,2,2,7,6,42,97,356,16,139,65,2,2,8,4,73,355,20,115,55,-3,0,0,1,111,355,23,153,69,2,2,9,6
360ONE,57,422,97,358,16,112,63,2,2,8,6,15,106,357,24,121,65,2,2,8,5,102,354,24,117,63,2,2,7,4,102,357,21,117,69,-2,2,8,4
NATIONALUM,58,418,95,164,17,181,63,2,2,5,6,86,103,165,19,189,65,2,2,9,6,29,166,-8,115,47,-3,0,-4,-3,105,164,19,191,69,2,2,8,5
JINDALSTEL,59,416,91,386,15,176,64,2,2,4,4,85,102,386,19,187,65,2,2,9,5,33,388,-5,118,47,-3,1,-3,-4,105,386,19,190,69,2,2,8,5
JBCHEPHARM,60,416,98,9,16,113,63,2,2,9,6,15,104,10,24,119,65,-2,2,9,6,101,6,19,116,63,2,2,9,6,98,10,17,113,69,-2,2,8,4
MAXHEALTH,61,415,98,266,17,113,63,2,2,8,6,15,105,265,26,120,65,-2,2,9,5,100,265,21,115,63,2,2,7,5,97,266,16,112,69,2,2,8,0
ASTERDM,62,413,95,422,17,108,63,2,2,8,3,13,103,423,19,116,65,2,2,9,6,100,422,26,113,63,-3,2,8,4,102,422,24,115,69,-2,2,5,4
NUVAMA,63,413,103,264,21,139,63,2,2,9,6,36,86,263,18,122,65,-2,2,1,2,99,263,20,135,63,2,2,8,4,89,265,17,125,59,-2,2,9,4
ICICIPRULI,64,412,100,293,18,149,64,2,2,8,6,49,91,294,9,140,66,2,2,7,5,73,293,18,122,55,-3,2,-2,3,99,294,14,148,69,2,2,8,4
REDINGTON,65,412,88,262,13,168,63,2,2,3,5,80,96,261,19,176,66,-3,2,8,4,48,264,13,128,39,-3,0,-4,3,100,260,18,180,65,2,2,8,5
HONAUT,66,410,101,294,19,146,63,2,2,9,6,45,85,295,10,130,66,-2,2,6,3,87,292,23,132,59,-3,2,1,5,92,295,14,137,61,2,2,8,5
BRIGADE,67,407,96,395,16,106,63,2,2,7,6,10,108,393,24,118,65,2,2,9,6,95,392,21,105,63,2,2,4,3,98,395,20,108,69,-3,2,5,5
CANBK,68,407,90,4,13,171,64,2,2,4,5,81,109,3,26,190,64,2,2,9,6,29,7,-7,110,39,-3,0,-4,4,98,5,19,179,66,2,2,4,5
AARTIIND,69,405,98,420,17,143,63,2,2,8,6,45,77,421,16,122,45,2,2,7,5,101,421,19,146,63,2,2,9,6,84,421,19,129,48,2,2,8,5
NAM-INDIA,70,405,98,198,17,112,63,2,2,8,6,14,102,197,19,116,65,2,2,8,6,88,198,24,102,59,-3,2,1,5,103,197,24,117,69,-2,2,5,5
CDSL,71,404,92,298,14,107,63,2,2,8,3,15,100,296,21,115,66,-2,2,8,5,103,294,21,118,63,2,2,9,6,94,298,19,109,69,-3,2,4,3
GPIL,72,403,97,484,16,111,63,2,2,8,6,14,94,486,21,108,59,-3,2,9,6,99,483,21,113,63,2,2,5,6,99,485,19,113,69,-3,2,8,4
RADICO,73,403,96,199,16,111,63,2,2,8,5,15,98,199,21,113,65,-2,2,8,4,95,195,17,110,63,2,2,7,4,99,198,18,114,69,-2,2,8,4
ZOMATO,74,402,98,229,19,149,63,2,2,7,5,51,74,232,19,125,36,2,2,9,6,70,231,16,121,55,-3,0,-1,3,109,230,21,160,70,2,2,9,5
MANAPPURAM,75,402,97,391,16,141,63,2,2,8,6,44,91,391,11,135,65,2,2,7,4,72,389,21,116,55,-3,2,-1,-2,98,391,16,142,69,-2,2,8,5
ABCAPITAL,76,401,97,387,17,169,63,2,2,7,6,72,75,389,18,147,45,-2,2,8,4,61,387,18,133,49,-3,2,-1,-4,96,388,12,168,69,2,2,7,4
KALYANKJIL,77,401,95,355,15,147,64,2,2,6,6,52,108,354,24,160,65,2,2,9,6,45,357,-11,97,47,2,3,4,0,101,356,23,153,70,-3,2,5,4
TRENT,78,400,88,172,15,97,63,-2,2,7,3,9,112,168,28,121,65,2,2,9,6,92,171,17,101,63,2,2,7,1,99,170,24,108,65,-3,2,6,5
GRAPHITE,79,395,87,8,16,133,61,2,2,0,6,46,99,8,16,145,65,2,2,8,6,55,8,21,101,39,-3,0,-5,3,108,8,23,154,69,2,2,8,4
CHALET,80,393,98,203,18,101,63,2,2,7,6,3,108,201,24,111,65,2,2,9,6,82,202,9,85,63,2,2,4,2,102,201,24,105,70,-3,2,4,5
TATASTEEL,81,393,93,165,16,177,64,2,2,4,5,84,95,166,17,179,65,-2,2,8,5,16,172,-10,100,39,-3,-2,-4,-4,105,165,19,189,69,2,2,8,5
"ARE&M",82,391,98,201,17,105,63,2,2,8,6,7,93,204,18,100,64,2,2,7,0,97,197,26,104,63,-3,2,5,4,96,202,17,103,69,-2,2,7,3
JIOFIN,83,390,92,71,19,117,61,-3,2,8,5,25,85,72,18,110,64,-2,2,1,2,88,69,21,113,61,-3,2,2,5,100,71,26,125,55,2,2,9,6
KARURVYSYA,84,388,93,171,14,102,63,2,2,6,6,9,107,169,24,116,65,2,2,9,5,80,175,18,89,61,-3,0,1,3,99,169,23,108,69,-3,2,4,4
JINDALSAW,85,388,95,169,15,107,63,2,2,7,6,12,97,171,24,109,59,2,2,4,6,91,169,16,103,61,2,2,6,4,93,173,16,105,70,-3,2,4,4
MCX,86,386,96,170,16,105,63,2,2,7,6,9,103,170,19,112,65,2,2,9,6,81,174,21,90,55,1,2,-2,4,97,172,19,106,70,-3,2,5,4
BEML,87,386,95,136,16,106,63,2,2,6,6,11,102,134,19,113,65,2,2,8,6,81,136,24,92,55,-3,2,-1,4,97,138,21,108,69,-3,2,4,4
CESC,88,385,99,297,19,110,63,2,2,7,6,11,99,297,17,110,65,2,2,8,5,78,300,23,89,55,-3,2,0,1,98,297,19,109,69,-3,2,8,3
POONAWALLA,89,385,87,140,11,96,63,2,2,5,4,9,98,136,21,107,65,-3,2,8,5,86,135,16,95,61,-3,2,6,4,105,135,20,114,69,2,2,7,5
SRF,90,384,92,232,13,124,63,2,2,7,5,32,88,233,15,120,66,-3,2,7,1,73,232,16,105,55,2,2,-2,0,99,233,13,131,69,2,2,8,5
SCHNEIDER,91,384,87,98,21,169,59,1,2,-1,5,82,112,97,28,194,65,2,2,9,6,-5,105,-8,77,15,-3,-2,-6,-1,108,98,26,190,69,2,2,4,5
"M&MFIN",92,384,97,102,16,124,63,2,2,8,6,27,89,103,14,116,65,-3,2,7,4,83,99,23,110,59,-3,2,1,1,88,102,5,115,69,2,2,6,4
TATACHEM,93,382,89,392,16,123,63,-2,2,5,5,34,96,392,19,130,66,-3,2,7,5,65,395,18,99,55,-3,0,-2,-3,98,392,16,132,69,2,2,5,4
POWERINDIA,94,382,94,100,21,149,63,2,2,1,5,55,110,100,26,165,65,2,2,9,6,15,109,-13,70,39,-3,0,-5,-3,108,100,21,163,69,2,2,9,5
INOXWIND,95,381,93,487,15,97,63,2,2,5,6,4,90,492,26,94,45,2,2,9,6,99,484,21,103,63,2,2,7,4,95,488,19,99,69,-3,2,5,3
IRB,96,381,96,11,16,106,64,2,2,6,6,10,110,9,26,120,65,2,2,9,6,64,15,24,74,47,-3,0,-2,-2,101,11,19,111,69,-3,2,8,6
INDUSTOWER,97,380,100,263,19,152,63,2,2,8,6,52,51,270,16,103,17,2,2,8,6,89,262,21,141,61,-2,2,4,3,88,263,21,140,49,2,2,9,5
HINDALCO,98,380,97,135,16,111,63,2,2,8,6,14,89,142,16,103,65,-3,2,6,3,86,134,21,100,59,2,2,0,2,94,137,17,108,70,-3,2,7,1
VIJAYA,99,378,94,168,13,109,63,2,2,8,6,15,69,184,16,84,38,2,2,7,4,96,168,15,111,63,2,2,8,6,104,168,23,119,69,-3,2,8,5
EIDPARRY,100,377,94,424,15,101,63,2,2,7,5,7,89,430,14,96,65,-3,2,5,6,93,423,18,100,63,1,2,4,5,94,424,17,101,69,-3,2,6,3
NAUKRI,101,374,94,390,17,143,63,2,2,5,5,49,99,388,17,148,65,2,2,8,5,28,400,-13,77,47,-3,0,-3,0,104,390,19,153,69,2,2,8,4
CONCORDBIO,102,373,99,296,19,112,63,2,2,7,6,13,86,301,18,99,65,-2,2,1,2,85,298,19,98,61,2,2,-1,2,90,300,23,103,59,-3,2,5,4
NMDC,103,373,97,299,16,106,63,2,2,8,6,9,81,308,19,90,44,2,2,9,5,92,297,21,101,61,2,2,1,5,94,299,21,103,69,-3,2,5,0
JUSTDIAL,104,371,95,454,17,100,63,2,2,5,6,5,96,459,15,101,65,2,2,6,6,69,455,19,74,49,-3,2,-1,3,106,454,19,111,70,2,2,7,6
SCHAEFFLER,105,371,96,197,17,114,63,2,2,8,4,18,96,198,24,114,66,-3,2,4,3,72,200,9,90,61,-3,2,0,3,89,200,9,107,69,2,2,6,1
COALINDIA,106,371,82,174,4,91,63,2,2,6,5,9,89,176,26,98,44,2,2,9,6,93,170,16,102,63,2,2,4,6,98,171,24,107,66,-3,2,5,4
DOMS,107,369,96,393,19,118,63,2,2,4,6,22,86,395,18,108,65,-2,2,1,2,79,394,20,101,55,-3,2,0,5,86,394,15,108,59,-2,2,8,4
ADANIPOWER,108,368,84,195,16,168,61,2,2,-1,4,84,100,195,21,184,65,-2,2,8,6,3,201,-9,87,25,-3,-2,-5,-3,97,195,19,181,70,-3,2,4,5
GODREJIND,109,366,93,137,16,102,63,2,2,4,6,9,103,135,21,112,65,2,2,7,6,63,138,20,72,47,-3,0,-1,0,98,139,21,107,69,-3,2,5,4
LICHSGFIN,110,365,96,106,17,100,63,2,2,7,5,4,99,105,16,103,65,2,2,8,6,67,107,16,71,55,-3,2,-1,-2,99,105,21,103,69,-3,2,5,5
MAZDOCK,111,364,87,173,16,96,55,2,2,6,6,9,98,172,26,107,59,1,2,4,6,77,176,23,86,55,-3,0,-1,3,93,174,18,102,67,-3,2,6,3
POLYCAB,112,363,97,394,16,113,63,2,2,8,6,16,90,398,24,106,59,-3,2,4,4,72,396,13,88,59,-2,2,-1,1,88,396,11,104,70,-2,2,7,0
UBL,113,362,92,423,14,104,63,2,2,8,3,12,91,425,15,103,65,-3,2,7,5,73,425,11,85,59,-2,2,0,3,94,423,14,106,69,-2,2,7,4
MEDANTA,114,362,94,235,15,101,64,2,2,6,5,7,100,235,24,107,64,-2,2,6,6,67,236,16,74,55,-3,2,0,-3,94,236,24,101,60,-2,2,5,5
BAJAJFINSV,115,361,94,325,15,112,63,2,2,7,5,18,82,328,8,100,65,-3,2,6,4,74,327,18,92,55,-3,2,-1,3,93,325,11,111,69,2,2,6,3
NSLNISP,116,361,94,105,15,103,63,2,2,6,6,9,94,106,19,103,65,-2,2,4,6,81,104,21,90,59,-3,2,-1,3,83,110,16,92,59,-2,2,7,1
SOBHA,117,361,95,40,16,101,64,2,2,6,5,6,102,37,19,108,64,2,2,9,6,57,48,16,63,49,-3,0,-2,-3,101,38,23,107,69,-3,2,5,5
LINDEINDIA,118,360,77,389,16,157,59,-3,2,0,3,80,102,387,24,182,65,-3,2,9,5,-3,401,-8,77,15,-3,-2,-3,-2,104,387,17,184,69,2,2,8,6
CAMS,119,360,82,331,6,87,63,2,2,5,4,5,96,327,14,101,65,2,2,7,6,84,328,16,89,59,2,2,2,3,93,326,18,98,69,-3,2,3,4
BDL,120,360,79,50,3,79,63,2,2,4,5,0,108,38,24,108,65,2,2,9,6,84,41,16,84,59,2,2,2,3,89,49,18,89,65,-3,2,3,4
ELGIEQUIP,121,360,76,47,13,83,49,2,2,4,6,7,98,41,20,105,65,-3,2,8,6,86,39,12,93,63,2,2,3,4,93,40,18,100,65,2,2,2,4
TRITURBINE,122,358,85,452,18,162,59,2,2,0,4,77,97,452,18,174,65,-2,2,8,6,-5,456,-9,72,15,-2,-2,-5,-2,104,452,17,181,69,2,2,8,6
LODHA,123,358,85,425,9,91,63,2,2,5,4,6,105,424,21,111,65,2,2,9,6,67,427,18,73,49,-2,0,-1,3,95,426,18,101,69,-3,2,4,5
WELCORP,124,357,90,455,15,99,63,2,2,3,5,9,101,454,24,110,59,2,2,8,6,67,454,11,76,59,-3,2,1,-3,90,459,16,99,70,-3,2,2,3
FDC,125,357,80,400,3,82,63,2,2,5,5,2,101,400,18,103,65,2,2,8,6,75,399,14,77,61,-3,0,2,1,99,398,23,101,69,-3,2,3,5
USHAMART,126,357,96,200,16,105,63,2,2,7,6,9,89,206,23,98,60,-3,2,3,4,75,203,7,84,61,-2,2,2,5,88,205,8,97,70,-2,2,6,4
ACE,127,357,71,36,13,156,55,-3,2,-1,5,85,112,35,28,197,65,2,2,9,6,-14,46,-15,71,9,-3,1,-3,-3,103,36,24,188,65,2,2,4,6
UTIAMC,128,356,90,270,14,99,63,2,2,7,2,9,85,275,11,94,65,-3,2,5,5,72,270,13,81,61,-3,2,2,-3,100,268,19,109,69,-2,2,7,5
QUESS,129,354,103,37,21,148,63,2,2,9,6,45,17,57,6,62,-4,2,3,6,4,106,36,26,151,63,2,2,8,5,83,37,17,128,48,2,2,9,5
APARINDS,130,353,85,353,16,161,61,2,2,-1,5,76,102,353,24,178,59,2,2,9,6,-8,361,-11,68,15,-3,-2,-5,-2,98,353,20,174,70,-2,2,4,4
METROPOLIS,131,353,97,133,16,142,63,2,2,8,6,45,41,153,3,86,25,2,3,6,2,96,133,23,141,63,2,2,2,4,74,134,14,119,49,-2,2,7,4
PNCINFRA,132,351,90,239,16,88,63,2,2,3,4,-2,101,239,18,99,66,2,2,8,5,64,241,15,62,47,-3,3,1,1,98,237,16,96,65,2,2,8,5
NBCC,133,350,90,142,15,91,63,2,2,3,5,1,104,138,21,105,64,2,2,9,6,58,144,16,59,47,-3,0,-2,0,97,145,24,98,65,-3,2,3,6
MSUMI,134,347,91,139,13,96,63,2,2,5,6,5,91,146,13,96,65,-2,2,8,5,66,139,12,71,45,-3,3,5,4,94,141,11,99,70,2,2,5,4
DEEPAKNTR,135,346,63,178,16,78,29,2,2,8,6,15,87,173,15,102,66,-3,2,2,5,99,167,19,114,63,2,2,8,5,82,176,7,97,67,-3,2,6,3
NLCINDIA,136,346,84,45,8,84,63,2,2,4,5,0,98,44,24,98,59,2,2,8,3,72,45,18,72,55,-2,2,-2,1,92,47,18,92,70,-3,2,4,1
PIDILITIND,137,345,78,292,16,153,59,-3,2,-1,5,75,93,293,16,168,65,-2,2,8,4,-4,305,-4,71,15,-3,-2,-6,-4,103,292,19,178,69,2,2,8,3
LUPIN,138,344,67,402,8,67,47,-2,3,5,6,0,99,402,21,99,59,2,2,9,6,80,397,15,80,61,2,2,2,-2,98,401,24,98,66,-3,2,4,5
RRKABEL,139,344,93,103,14,111,63,2,2,7,5,18,81,109,13,99,65,-2,2,1,2,75,103,7,93,61,2,2,2,1,77,108,9,95,60,-2,2,8,0
GRSE,140,341,92,42,15,99,63,2,2,4,6,7,93,43,21,100,59,1,2,4,6,55,49,18,62,47,-3,0,-4,-3,94,39,14,101,70,-3,2,6,5
CONCOR,141,340,91,269,13,100,63,2,2,5,6,9,97,268,16,106,65,2,2,7,5,51,272,-7,60,55,-3,2,-1,5,92,270,16,101,69,-3,2,4,4
EIHOTEL,142,340,91,236,18,100,63,2,2,1,5,9,106,234,23,115,64,2,2,9,6,24,246,-8,33,39,-2,0,-5,0,110,234,26,119,65,2,2,9,6
FORTIS,143,340,86,73,13,92,63,2,2,3,3,6,96,75,21,102,60,2,2,8,3,62,73,18,68,47,-3,0,-3,3,90,75,19,96,69,-3,2,3,0
CIEINDIA,144,339,87,72,15,99,55,2,2,8,5,12,84,76,20,96,59,-3,2,3,3,88,70,15,100,61,-2,2,7,5,68,79,10,80,53,-2,3,6,-2
LLOYDSME,145,337,98,453,17,133,63,2,2,8,6,35,17,476,16,52,-3,-2,3,1,2,99,452,24,134,63,2,2,2,6,88,453,13,123,59,2,2,8,4
IDFC,146,337,70,397,17,90,35,2,2,8,6,20,87,396,21,107,59,-3,2,4,4,88,390,21,108,61,-2,2,1,5,72,402,13,92,54,-2,3,6,-2
MFSL,147,335,90,202,11,105,63,2,2,6,6,15,97,200,16,112,65,2,2,7,5,39,208,-12,54,49,1,2,-2,1,94,199,13,109,70,-2,2,7,4
RITES,148,334,66,362,4,71,49,2,2,4,5,5,103,358,21,108,65,2,2,7,6,69,358,11,74,47,2,2,4,3,91,359,20,96,65,-3,2,2,5
FEDERALBNK,149,334,82,240,6,86,63,2,2,5,4,4,92,242,16,96,65,-3,2,8,4,65,238,9,69,55,-3,2,-1,3,91,238,13,95,70,-3,2,6,3
MARUTI,150,334,79,68,20,151,56,-2,2,-2,5,72,98,69,17,170,65,2,2,8,4,-14,75,-14,58,15,-3,-2,-5,-5,99,68,19,171,65,2,2,7,4
KEC,151,333,95,267,19,111,63,2,2,3,6,16,105,264,21,121,66,2,2,8,6,8,280,-8,24,25,-3,-2,-4,0,109,264,23,125,69,2,2,8,5
NHPC,152,332,79,108,3,83,63,2,2,3,6,4,110,104,26,114,65,2,2,9,6,47,111,10,51,39,-2,0,-4,4,92,107,21,96,66,-2,2,4,1
JAIBALAJI,153,331,68,401,10,75,43,2,3,6,4,7,98,399,26,105,58,2,2,4,6,66,402,18,73,43,-3,2,3,3,92,399,21,99,66,-3,2,3,3
RAYMOND,154,331,91,41,14,99,63,2,2,4,6,8,94,42,21,102,65,-3,2,5,4,51,50,16,59,39,-3,0,-4,3,87,44,3,95,70,2,2,6,4
CSBBANK,155,330,84,328,14,93,55,2,2,6,5,9,90,329,16,99,59,2,2,6,5,61,332,18,70,47,-3,0,-4,3,86,328,13,95,70,-3,2,3,1
SBIN,156,328,80,427,10,84,63,2,2,0,3,4,96,426,19,100,65,-3,2,8,5,51,432,7,55,49,-3,2,-4,0,97,425,17,101,65,2,2,7,4
GUJGASLTD,157,327,70,303,-6,77,63,2,2,4,5,7,87,305,12,94,66,-2,2,6,3,69,304,7,76,61,-3,0,1,3,94,301,15,101,64,2,2,6,5
ADANIPORTS,158,327,65,70,9,137,57,1,2,-2,-2,72,106,67,21,178,66,2,2,9,6,-14,74,-10,58,9,-3,-2,-6,-2,98,69,21,170,65,2,2,4,4
CENTRALBK,159,325,82,489,8,86,63,2,2,2,5,4,87,493,26,91,44,2,2,8,5,58,486,14,62,47,-3,0,-3,3,94,489,21,98,66,-3,2,3,5
RAINBOW,160,325,91,141,18,95,63,2,2,3,3,4,99,141,23,103,65,-2,2,6,5,22,149,7,26,25,-2,-2,-4,-2,109,136,24,113,69,2,2,7,5
SAPPHIRE,161,325,83,138,11,99,63,-2,2,6,3,16,85,144,8,101,65,-2,2,7,5,51,141,10,67,29,2,2,7,1,90,140,7,106,69,2,2,6,4
BORORENEW,162,324,74,18,4,78,57,2,2,4,5,4,81,18,13,85,65,-3,2,4,0,71,14,9,75,55,2,2,-1,4,94,14,11,98,69,2,2,5,5
SYNGENE,163,323,70,399,17,85,35,2,2,8,6,15,82,404,16,97,59,-2,2,2,5,91,391,19,106,63,2,2,0,5,65,406,6,80,45,2,3,6,3
GRASIM,164,323,58,196,-4,133,55,2,2,-1,4,75,98,196,19,173,66,-3,2,8,6,8,204,-7,83,29,-3,-2,-6,-3,84,196,16,159,65,-3,2,3,1
TATAINVEST,165,323,48,114,12,52,36,-3,3,-1,1,4,112,102,28,116,65,2,2,9,6,59,110,10,63,45,-3,3,1,3,100,104,23,104,65,2,2,2,6
FSL,166,322,67,144,-10,70,63,2,2,5,5,3,96,145,18,99,60,2,2,8,6,61,142,13,64,49,-2,2,-2,1,95,143,18,98,69,-3,2,4,5
HUDCO,167,321,86,459,11,87,62,2,2,3,6,1,110,453,26,111,65,2,2,9,6,25,466,-10,26,39,-3,0,-2,1,99,458,24,100,65,-2,2,5,5
GODFRYPHLP,168,321,56,134,13,128,50,-3,0,-4,0,72,109,131,26,181,65,2,2,9,5,-13,145,12,59,-19,-3,1,-5,1,97,133,24,169,65,2,2,1,3
DLF,169,320,85,74,15,88,63,2,2,0,3,3,107,71,23,110,65,2,2,9,6,28,79,11,31,25,-3,-2,-4,1,97,73,24,100,66,-3,2,4,4
GLS,170,320,86,16,10,84,63,2,2,3,6,-2,73,23,20,71,38,2,2,6,5,70,16,14,68,55,-3,0,1,3,93,15,20,91,65,-2,2,3,5
LTTS,171,319,89,271,16,98,61,2,2,3,5,9,96,269,18,105,66,-3,2,8,5,28,277,-7,37,39,-3,3,-1,-3,97,269,20,106,69,-2,2,4,4
ESCORTS,172,319,89,237,18,98,55,2,2,6,6,9,86,244,20,95,59,-3,2,4,4,60,239,13,69,49,-3,0,-2,3,75,245,12,84,54,-3,3,6,3
HFCL,173,319,60,244,4,67,43,2,2,5,4,7,93,238,16,100,66,-3,2,6,6,71,235,16,78,41,2,2,5,5,88,239,18,95,65,-3,2,2,4
ASHOKLEY,174,319,87,13,15,98,55,2,2,7,6,11,75,17,14,86,59,-3,2,3,0,78,11,14,89,61,-2,2,0,3,68,17,6,79,55,-2,3,6,0
GPPL,175,318,73,75,6,73,64,-3,2,0,4,0,105,73,21,105,65,2,2,9,6,40,78,15,40,25,2,1,-4,1,100,72,18,100,65,2,2,7,6
GSPL,176,317,90,456,14,93,63,2,2,3,6,3,98,458,16,101,65,2,2,8,5,24,464,-13,27,39,-3,0,-4,5,102,455,18,105,69,2,2,7,4
TATACONSUM,177,317,45,405,-10,54,41,2,3,5,4,9,103,394,21,112,66,2,2,7,5,70,398,16,79,43,2,2,4,3,90,400,20,99,65,-3,2,2,4
POLICYBZR,178,316,92,7,19,138,63,2,2,1,5,46,41,14,17,87,11,-2,2,7,6,49,9,18,95,39,-3,0,-2,-3,88,9,21,134,49,2,2,9,5
ASAHIINDIA,179,315,99,234,21,111,63,2,2,5,6,12,92,236,18,104,65,-3,2,6,4,20,247,-10,32,39,-3,0,-4,-2,92,235,8,104,69,2,2,6,5
APOLLOHOSP,180,313,76,490,8,75,61,2,2,2,1,-1,99,489,21,98,66,-3,2,8,5,49,487,7,48,47,-3,0,-3,1,90,491,18,89,65,-3,2,3,5
MOTHERSON,181,313,88,327,13,93,63,2,2,5,3,5,58,342,13,63,31,2,2,7,3,83,329,13,88,61,2,2,2,3,79,335,16,84,45,2,2,8,6
UNOMINDA,182,313,95,10,18,107,63,2,2,4,6,12,96,11,18,108,66,-3,2,8,5,15,24,-15,27,39,-3,0,-5,-1,95,12,15,107,70,-2,2,7,3
