symbol,allRank,allPoints,d_IndicatorPoints,d_Rank,d_adxPoints,d_allPoints,d_emaPoints,d_kstPoints,d_macdPoints,d_rsiPoints,d_volumePoints,hl_BreakoutPoints,m_IndicatorPoints,m_Rank,m_adxPoints,m_allPoints,m_emaPoints,m_kstPoints,m_macdPoints,m_rsiPoints,m_volumePoints,min75_IndicatorPoints,min75_Rank,min75_adxPoints,min75_allPoints,min75_emaPoints,min75_kstPoints,min75_macdPoints,min75_rsiPoints,min75_volumePoints,w_IndicatorPoints,w_Rank,w_adxPoints,w_allPoints,w_emaPoints,w_kstPoints,w_macdPoints,w_rsiPoints,w_volumePoints
SUNPHARMA,331,142,23,281,-9,13,39,-3,0,-4,0,-10,104,274,23,94,65,2,2,7,5,-71,287,-14,-81,-43,-3,-2,-6,-3,96,275,23,86,63,2,2,1,5
AUBANK,332,140,21,470,18,31,-15,2,2,8,6,10,50,474,9,60,45,-3,0,1,-2,81,453,17,91,61,-2,2,3,0,-22,477,-13,-12,-14,-2,4,3,0
AJANTPHARM,333,139,36,471,11,30,29,-3,0,-5,4,-6,94,466,18,88,59,2,2,7,6,-62,477,-13,-68,-43,1,1,-6,-2,77,469,18,71,59,-3,2,0,1
KNRCON,334,138,1,497,6,2,-15,2,2,2,4,1,71,496,11,72,57,-3,0,1,5,32,489,13,33,27,-3,0,-2,-3,33,496,-7,34,39,-3,1,-1,4
BALAMINES,335,138,13,215,13,17,-15,2,2,5,6,4,39,220,4,43,32,-3,4,-1,3,75,206,9,79,59,2,2,0,3,7,219,3,11,-1,-3,1,4,3
AAVAS,336,137,69,176,19,84,35,2,2,6,5,15,0,190,-6,15,0,-3,4,2,3,79,173,24,94,55,-3,0,-1,4,-26,190,10,-11,-44,2,3,6,-3
NESTLEIND,337,133,9,346,-3,12,15,-3,1,-1,0,3,87,333,18,90,59,2,2,1,5,-36,346,7,-33,-49,2,2,2,0,70,339,14,73,60,-3,2,-1,-2
PERSISTENT,338,133,3,251,-15,-3,13,2,4,-2,1,-6,94,247,24,88,59,-3,2,7,5,-36,254,-9,-42,-31,2,2,2,-2,78,249,21,72,59,-3,0,0,1
ECLERX,339,132,10,347,4,11,-1,2,2,-1,4,1,88,334,18,89,59,-3,2,7,5,-47,347,-5,-46,-29,-3,-2,-4,-4,80,337,16,81,61,-3,3,-1,4
NYKAA,340,131,98,38,17,116,63,2,2,8,6,18,-67,62,-15,-49,-55,-2,3,1,1,76,37,16,94,59,-3,2,1,1,6,59,9,24,-13,-2,2,7,3
TRIVENI,341,129,29,407,3,30,17,2,2,2,3,1,83,408,18,84,59,-3,2,2,5,-18,406,-10,-17,-5,-3,0,-3,3,34,412,4,35,29,-3,1,-1,4
GMMPFAUDLR,342,129,22,406,21,36,-15,2,2,7,5,14,33,413,14,47,24,-3,-2,-1,1,88,393,21,102,61,2,2,1,1,-28,414,-13,-14,-15,-2,4,3,-5
PCBL,343,129,9,185,-6,0,5,2,2,0,6,-9,97,182,21,88,59,2,2,7,6,-49,187,-8,-58,-29,-3,-2,-5,-2,81,182,13,72,64,-3,3,-1,5
HDFCAMC,344,129,9,122,-8,4,25,-3,-2,-3,0,-5,96,113,19,91,59,2,2,8,6,-61,124,-9,-66,-43,-2,-2,-6,1,90,113,23,85,63,-3,2,1,4
JKPAPER,345,128,-10,472,16,-9,-39,2,2,5,4,1,70,471,16,71,54,-3,0,-1,4,53,459,20,54,35,-3,2,-1,0,14,474,8,15,9,-3,1,-1,0
TITAGARH,346,128,16,217,4,13,5,2,2,1,2,-3,88,210,24,85,57,-3,2,2,6,-57,217,-12,-60,-29,-3,-2,-6,-5,84,209,18,81,62,-3,3,1,3
FINEORG,347,127,12,154,16,16,-15,2,2,5,2,4,60,156,13,64,52,-3,-2,-3,3,66,140,20,70,49,-3,2,-4,2,-15,157,3,-11,-15,-2,1,2,-4
WHIRLPOOL,348,126,74,329,21,92,35,2,2,8,6,18,-23,351,-8,-5,-13,-2,1,1,-2,78,325,16,96,61,-3,2,1,1,-21,349,18,-3,-46,2,3,6,-4
MHRIL,349,125,23,153,-9,20,33,2,0,-4,1,-3,89,154,21,86,59,-3,2,4,6,-52,156,-7,-55,-35,-3,1,-5,-3,68,152,11,65,54,-3,3,-1,4
GODREJCP,350,124,14,436,6,11,15,-2,1,-4,-2,-3,96,432,16,93,65,2,2,7,4,-60,444,-5,-63,-43,-3,-2,-4,-3,77,434,16,74,59,-3,2,0,3
LALPATHLAB,351,123,18,55,16,28,-15,2,2,7,6,10,18,58,-6,28,26,-3,3,-3,1,76,40,17,86,43,2,2,8,4,1,60,-12,11,9,-3,1,3,3
GRINDWELL,352,121,-1,282,8,3,-25,2,2,6,6,4,70,280,16,74,54,-3,0,-1,4,48,273,-4,52,41,-3,2,7,5,0,281,-6,4,9,-3,1,-1,0
PRINCEPIPE,353,120,16,373,18,25,-15,2,2,4,5,9,61,375,14,70,46,-3,0,-1,5,56,362,16,65,47,-3,0,-2,-2,-22,380,-8,-13,-15,-3,1,3,0
DEEPAKFERT,354,119,17,343,14,26,-9,2,2,3,5,9,44,346,13,53,38,-3,-2,-3,1,51,334,8,60,47,-3,0,-4,3,-2,348,6,7,-15,-2,4,2,3
CHEMPLASTS,355,119,66,19,13,75,35,2,2,8,6,9,-28,29,3,-19,-44,2,3,4,4,47,18,-12,56,59,-2,2,0,0,25,25,6,34,9,-2,3,6,3
ULTRACEMCO,356,118,26,374,4,14,25,2,0,-5,0,-12,90,371,17,78,60,1,2,5,5,-61,381,-9,-73,-35,-3,-2,-7,-5,75,371,18,63,60,-3,0,-1,1
ERIS,357,117,-4,375,3,-4,-15,2,4,2,0,0,78,372,14,78,57,1,2,0,4,5,368,3,5,-9,2,2,4,3,38,374,13,38,30,-3,-2,-3,3
HDFCBANK,358,116,37,469,16,49,9,2,2,4,4,12,62,470,11,74,54,-3,1,1,-2,-4,470,-15,8,25,-3,-2,-5,-4,9,473,8,21,-9,2,3,4,1
CHOLAHLDNG,359,116,21,118,-3,17,31,-3,0,-2,-2,-4,86,117,19,82,59,2,2,1,3,-62,125,-13,-66,-35,-3,1,-7,-5,75,117,14,71,60,-3,2,-1,3
BLS,360,113,-19,187,-11,-23,-15,2,3,-1,3,-4,90,183,24,86,59,-3,2,4,4,-28,184,10,-32,-29,-3,1,-5,-2,74,184,15,70,60,-3,0,-1,3
RATNAMANI,361,113,30,82,4,31,17,2,2,1,4,1,79,84,23,80,57,-3,2,0,0,-45,85,-12,-44,-19,-3,-2,-4,-5,48,86,17,49,34,-3,1,-1,0
RENUKA,362,112,0,249,13,1,-25,2,2,4,4,1,63,252,18,64,46,-3,0,-1,3,61,240,19,62,39,-3,2,-1,5,-13,252,5,-12,-19,-3,1,2,1
TVSMOTOR,363,111,0,252,-6,-6,15,-3,-2,-5,1,-6,103,241,26,97,59,2,2,8,6,-67,256,-11,-73,-43,-3,-2,-5,-3,81,248,23,75,59,-3,2,0,0
SUNTECK,364,105,39,370,11,34,17,2,2,2,5,-5,78,373,11,73,60,-3,2,4,4,-54,378,-15,-59,-29,-3,-2,-4,-1,47,373,4,42,43,-3,1,1,1
GESHIP,365,105,20,119,-4,10,29,-3,0,-5,3,-10,87,119,20,77,59,-3,2,5,4,-67,128,-9,-77,-43,-3,-2,-6,-4,75,118,18,65,59,-3,2,-2,1
RHIM,366,102,18,278,16,32,-15,2,2,7,6,14,36,283,-10,50,46,-3,0,-1,4,68,269,16,82,41,-2,2,8,3,-34,284,-13,-20,-18,-3,1,2,-3
INTELLECT,367,99,2,376,-8,-13,15,-3,-2,-4,4,-15,95,370,19,80,59,2,2,7,6,-66,383,-16,-81,-43,-3,1,-5,0,83,369,20,68,60,-3,2,-1,5
ANGELONE,368,95,18,216,14,15,-1,2,2,0,1,-3,89,209,24,86,59,-3,2,1,6,-51,216,-9,-54,-35,-3,4,-5,-3,42,215,-11,39,56,-3,3,-1,-2
EASEMYTRIP,369,94,-25,91,-9,-34,-15,2,3,-4,-2,-9,91,83,21,82,66,-3,2,2,3,-24,84,14,-33,-29,-3,1,-4,-3,61,84,13,52,43,2,0,-1,4
TITAN,370,94,18,27,-4,8,29,-2,0,-5,0,-10,88,22,21,78,59,-3,2,4,5,-73,30,-14,-83,-43,-3,-2,-6,-5,71,24,14,61,59,-3,2,-2,1
JMFINANCIL,371,92,-29,189,-13,-28,-28,2,3,2,5,1,74,187,14,75,53,2,2,-1,4,39,180,19,40,17,-3,2,0,4,7,189,-13,8,24,-3,1,-2,0
NAVINFLUOR,372,91,17,312,14,32,-15,2,2,8,6,15,10,318,-13,25,31,-3,1,-4,-2,98,295,17,113,63,2,2,8,6,-49,319,-15,-34,-39,2,4,2,-3
JBMA,373,91,-23,124,-8,-38,-9,-2,4,-5,-3,-15,99,116,26,84,59,2,2,4,6,-47,123,3,-62,-55,2,3,0,0,77,119,21,62,60,-3,0,-2,1
FACT,374,89,-13,316,-6,-18,-15,2,3,-1,4,-5,90,312,21,85,59,1,2,1,6,-51,315,-10,-56,-29,-3,-2,-5,-2,68,311,13,63,56,-3,1,-3,4
MARICO,375,88,7,437,10,8,-15,2,2,4,4,1,38,442,-4,39,46,-3,0,-1,0,61,430,16,62,41,-3,2,0,5,-19,443,3,-18,-19,-3,1,2,-3
DEVYANI,376,87,11,495,11,23,-15,2,2,6,5,12,24,499,-8,36,38,-3,0,-1,-2,62,485,18,74,37,2,2,-1,4,-22,498,-12,-10,-14,-2,4,2,0
HEROMOTOCO,377,87,-5,186,-7,-20,15,-3,-2,-5,-3,-15,95,185,19,80,59,2,2,7,6,-67,190,-10,-82,-43,-3,-2,-7,-2,79,186,21,64,59,-3,2,-1,1
GILLETTE,378,86,5,410,-3,-5,15,-2,-2,-3,0,-10,89,409,16,79,58,2,2,6,5,-70,411,-11,-80,-43,-3,-2,-6,-5,72,409,20,62,54,-3,0,-2,3
BAJAJHLDNG,379,86,-21,86,-10,-27,-9,-2,4,-4,0,-6,86,85,24,80,59,-3,2,1,3,-43,86,8,-49,-55,2,3,2,-3,70,82,16,64,59,-3,0,-2,0
ACC,380,86,-3,60,-12,-15,15,-3,-2,-5,4,-12,96,54,16,84,65,2,2,6,5,-75,63,-16,-87,-43,-3,-2,-6,-5,80,51,16,68,59,-2,2,0,5
CROMPTON,381,85,41,308,16,51,9,2,2,8,4,10,-8,319,-8,2,-4,-3,4,2,1,79,299,17,89,43,2,2,9,6,-37,318,3,-27,-45,-2,1,5,1
TMB,382,85,10,120,11,7,-11,2,2,1,5,-3,74,121,13,71,59,-2,2,-1,3,-4,115,-8,-7,15,-3,-2,-4,-2,8,124,-6,5,13,-3,4,2,-2
ABBOTINDIA,383,85,-6,28,-10,-6,9,-2,1,-4,0,0,90,12,21,90,60,1,2,3,3,-73,28,-9,-73,-63,1,-2,-5,5,74,19,18,74,59,-3,2,-2,0
CEATLTD,384,81,3,315,-6,-3,11,2,1,-5,0,-6,98,307,24,92,59,2,2,6,5,-89,320,-12,-95,-63,-3,-2,-5,-4,75,310,16,69,59,-3,0,-1,4
BBTC,385,78,-10,377,-4,-16,-9,2,1,-3,3,-6,88,369,13,82,59,2,2,6,6,-73,382,-8,-79,-61,-3,1,-1,-1,79,368,18,73,59,-3,0,0,5
CIPLA,386,78,-6,62,-10,-21,15,-3,-2,-4,-2,-15,94,55,19,79,59,2,2,7,5,-72,62,-16,-87,-43,-3,1,-6,-5,77,52,16,62,59,-3,2,-1,4
TATAELXSI,387,78,2,58,-4,-1,3,1,2,-4,4,-3,81,56,18,78,60,-3,2,0,4,-41,59,-12,-44,-15,-3,-2,-5,-4,39,57,10,36,33,-3,1,-3,1
AETHER,388,77,13,345,15,17,-15,2,2,5,4,4,28,348,14,32,19,-2,-2,-1,0,70,330,24,74,41,-3,2,2,4,-38,351,-7,-34,-39,2,4,2,0
INDIACEM,389,77,-1,314,13,3,-25,2,2,2,5,4,69,314,14,73,53,-3,2,-1,4,-2,311,13,2,-5,-3,0,-4,-3,7,315,-6,11,15,-3,1,-1,1
PRAJIND,390,76,35,211,13,25,23,-3,0,-2,4,-10,76,216,16,66,57,-3,2,0,4,-59,219,-10,-69,-35,-3,-2,-6,-3,34,218,-6,24,42,-3,3,-3,1
KPITTECH,391,74,-18,475,-10,-30,-15,2,2,-1,4,-12,92,468,24,80,60,-3,2,5,4,-55,476,-12,-67,-29,-3,-2,-6,-3,67,471,13,55,57,-3,3,-1,-2
ALOKINDS,392,74,-14,473,-8,-16,-7,2,3,-4,0,-2,73,472,19,71,39,2,2,5,6,-59,475,-11,-61,-35,-3,1,-6,-5,76,467,18,74,59,-3,0,-1,3
VARROC,393,72,26,408,-3,23,25,2,2,-4,4,-3,20,414,19,17,-14,2,2,6,5,-46,408,-16,-49,-15,-3,-2,-7,-3,75,407,14,72,61,-3,3,-1,1
RECLTD,394,70,-9,349,-8,-19,9,-3,-2,-5,0,-10,102,332,26,92,59,2,2,8,5,-94,352,-16,-104,-63,-3,-2,-6,-4,81,340,21,71,60,-3,2,0,1
ASTRAL,395,69,1,284,-7,-5,15,-3,-2,-3,1,-6,80,281,18,74,60,-3,2,3,0,-71,286,-12,-77,-43,-3,-2,-7,-4,65,280,6,59,60,-2,2,-1,0
BSOFT,396,69,-24,89,-11,-33,-9,2,-2,-4,0,-9,97,80,21,88,59,2,2,7,6,-72,93,-9,-81,-63,2,1,-6,3,77,81,20,68,60,-3,0,-1,1
HDFCLIFE,397,66,31,372,-3,30,41,-3,0,-4,0,-1,72,374,9,71,59,-2,2,1,3,-68,379,-12,-69,-43,-3,1,-7,-4,32,376,8,31,25,-2,3,-3,1
RKFORGE,398,64,-16,157,-8,-16,-15,2,1,0,4,0,87,151,23,87,59,-3,2,2,4,-52,154,-4,-52,-35,-2,-2,-6,-3,45,153,-10,45,55,-3,3,-3,3
HSCL,399,63,-26,350,-9,-35,-15,2,3,-5,-2,-9,93,337,21,84,58,2,2,4,6,-59,348,-10,-68,-35,-3,-2,-5,-4,64,344,16,55,52,-3,0,-1,0
CAPLIPOINT,400,62,-27,317,-10,-33,-17,2,1,-1,-2,-6,93,310,20,87,59,1,2,5,6,-67,318,3,-73,-63,2,-2,-4,-3,69,312,18,63,51,-3,0,-1,4
DRREDDY,401,62,-8,156,-7,-11,9,-3,-2,-5,0,-3,89,152,15,86,59,2,2,6,5,-90,160,-11,-93,-63,-3,-2,-6,-5,74,151,13,71,60,-3,2,-1,3
GRANULES,402,61,-3,411,-5,-13,9,-3,-2,-5,3,-10,89,410,15,79,59,2,2,6,5,-92,414,-14,-102,-63,-3,-2,-7,-3,77,408,16,67,59,-3,2,-1,4
ITI,403,58,-18,63,-10,-23,-15,2,3,-2,4,-5,92,50,19,87,59,2,2,4,6,-56,60,-8,-61,-35,-3,-2,-6,-2,45,55,-12,40,56,-3,3,-3,4
SONATSOFTW,404,57,-24,188,-10,-27,-9,1,1,-5,-2,-3,97,178,24,94,59,1,2,5,6,-83,191,-10,-86,-63,-3,1,-4,-4,70,185,16,67,54,-3,0,-1,4
PAGEIND,405,57,5,26,10,11,-15,2,2,2,4,6,32,26,10,38,30,-3,1,-3,-3,40,21,15,46,29,-3,0,-4,3,-26,28,-10,-20,-15,-2,1,2,-2
SBFC,406,56,25,434,5,35,9,2,2,6,1,10,-41,447,-10,-31,-29,-2,1,0,-1,77,424,17,87,43,2,2,7,6,-15,442,10,-5,-35,2,1,5,2
